resolution_points,feature,plain_english,worked_example,conduction_n,keyhole_n,conduction_median,keyhole_median,conduction_iqr_low,conduction_iqr_high,keyhole_iqr_low,keyhole_iqr_high,median_difference_keyhole_minus_conduction,median_difference_ci_low,median_difference_ci_high,cliffs_delta,mannwhitney_p,roc_auc_whole_sample,pr_auc_whole_sample,best_whole_sample_balanced_accuracy,best_whole_sample_direction
51,max_positive_delta_W,largest increase in transverse width between two consecutive resampled analysis points,"sequence [+10, +3, -2, +1] -> the biggest rise is +10, so max_positive_delta_W = 10",280,70,63.58902655416392,58.932885487292836,55.19095784258242,71.77415323104395,49.29426725000003,63.10944031964059,-4.656141066871086,-10.250278616282888,-2.348305550832839,-0.3121428571428571,5.358672185268166e-05,0.3439285714285714,0.16740180513746822,0.6446428571428572,below
51,min_delta_W,"most negative transition, i.e. the largest single contraction","sequence [+10, +3, -2, +1] -> the most negative entry is -2, so min_delta_W = -2",280,70,-2.739474072597261,-3.1402574370474383,-3.408712000435848,-1.9254091616153417,-4.511792598901081,-2.3050613412719017,-0.40078336445017726,-0.7575994882023022,0.028621584164990967,-0.2331632653061224,0.002551442770635128,0.3834183673469388,0.16167090086932795,0.6,below
51,median_positive_delta_W,median of only the transitions where the width grew,"positives are [+10, +3, +1]; their median is 3, so median_positive_delta_W = 3",280,70,0.747746633144402,0.6231768252717274,0.5221048556660115,1.2323842447778457,0.46122659445056513,1.18775252738466,-0.12456980787267469,-0.25219447888773344,-0.007374674676826505,-0.13887755102040816,0.07236222764363048,0.4305612244897959,0.2317477387465287,0.5857142857142857,below
51,fraction_positive_delta_W,share of transitions in which the width increased,"3 of the 4 transitions are positive, so fraction_positive_delta_W = 0.75",280,70,0.56,0.5,0.48,0.64,0.44,0.62,-0.06000000000000005,-0.08000000000000007,-0.020000000000000018,-0.2128571428571429,0.005800814211747512,0.39357142857142857,0.1732198553197704,0.6125,below
51,total_positive_delta_W,"sum of every increase, i.e. total growth ignoring the shrinking steps","10 + 3 + 1 = 14, so total_positive_delta_W = 14",280,70,178.32382956579045,176.01634695385172,147.88697098449344,202.81069450702165,165.3744437077182,201.9035160239362,-2.307482611938724,-10.370325254318683,17.035974855414388,0.13326530612244897,0.08467298756280602,0.5666326530612245,0.246220611796497,0.6267857142857143,above
51,max_positive_width_rate,largest increase divided by the time gap it happened in (um per ms),if the +10 um rise took 0.0068 ms then max_positive_width_rate = 10 / 0.0068 = 1471 um/ms,280,70,2420.7201516400605,1873.6646609494715,1867.367739199343,3026.6330361490172,1529.9134608804357,2447.214512048935,-547.0554906905891,-777.0411376981093,-285.8136950797039,-0.33346938775510204,1.5928859040291047e-05,0.333265306122449,0.14660383572212987,0.6464285714285714,below
51,median_positive_width_rate,median of the positive rises after each is divided by its own time gap,"the positive rises [+10, +3, +1] become rates, and we take the middle one",280,70,27.505280536993748,20.63113384581353,20.80197657120324,45.95330355201381,16.22805404614418,38.958397949870395,-6.8741466911802185,-9.749939959712933,-1.8454952739377388,-0.23061224489795923,0.0028436269548174436,0.38469387755102047,0.18639675592474497,0.6392857142857142,below
51,fraction_positive_width_rate,"share of transitions with a positive rate -- identical to fraction_positive_delta_W because every time gap is positive, so dividing by it cannot flip a sign","3 of 4 positive -> 0.75, exactly the same number as fraction_positive_delta_W",280,70,0.56,0.5,0.48,0.64,0.44,0.62,-0.06000000000000005,-0.08000000000000007,-0.020000000000000018,-0.2128571428571429,0.005800814211747512,0.39357142857142857,0.1732198553197704,0.6125,below
101,max_positive_delta_W,largest increase in transverse width between two consecutive resampled analysis points,"sequence [+10, +3, -2, +1] -> the biggest rise is +10, so max_positive_delta_W = 10",280,70,45.559156040659346,45.68257823372438,37.28460611747916,52.09877930082419,35.40490528269234,46.87195491538461,0.1234221930650321,-4.345073853719909,1.583764940384654,-0.16234693877551015,0.035676373917476925,0.4188265306122449,0.17342284307009648,0.625,below
101,min_delta_W,"most negative transition, i.e. the largest single contraction","sequence [+10, +3, -2, +1] -> the most negative entry is -2, so min_delta_W = -2",280,70,-2.8430048636998038,-2.7483872403998504,-4.596412104670298,-2.1334133923610707,-4.492875640596317,-2.2517116853234356,0.09461762329995338,-0.5014797940950493,0.39001828772280606,-0.0018367346938775175,0.981560528270372,0.4990816326530612,0.20082392383843145,0.5535714285714286,below
101,median_positive_delta_W,median of only the transitions where the width grew,"positives are [+10, +3, +1]; their median is 3, so median_positive_delta_W = 3",280,70,0.5819876839695297,0.5254778324752465,0.45524462191576376,0.8641091909064365,0.4033647226780097,0.7752331154126644,-0.056509851494283225,-0.13012234632539582,0.013007918383496214,-0.13489795918367342,0.08092839158385219,0.43255102040816323,0.2139996428920729,0.5785714285714286,below
101,fraction_positive_delta_W,share of transitions in which the width increased,"3 of the 4 transitions are positive, so fraction_positive_delta_W = 0.75",280,70,0.55,0.53,0.51,0.61,0.49,0.5974999999999999,-0.020000000000000018,-0.040000000000000036,0.0050000000000000044,-0.12693877551020405,0.10013470851497304,0.436530612244898,0.19043832161412996,0.5660714285714286,below
101,total_positive_delta_W,"sum of every increase, i.e. total growth ignoring the shrinking steps","10 + 3 + 1 = 14, so total_positive_delta_W = 14",280,70,188.48618183927204,185.2772589954202,162.99083619082865,214.71528713699922,172.8511876636649,211.27346052265312,-3.2089228438518376,-15.14993067883123,15.031960836299627,0.07346938775510203,0.34198307170919184,0.536734693877551,0.23940793255389714,0.6071428571428571,above
101,max_positive_width_rate,largest increase divided by the time gap it happened in (um per ms),if the +10 um rise took 0.0068 ms then max_positive_width_rate = 10 / 0.0068 = 1471 um/ms,280,70,3345.3607179752935,2711.5314171009904,2500.6874823936905,4419.975865754768,2153.100828958191,3622.1749611158184,-633.829300874303,-992.1209110238366,-63.435927428928984,-0.2318367346938775,0.0026997644975756616,0.3840816326530612,0.16187672135447112,0.6178571428571429,below
101,median_positive_width_rate,median of the positive rises after each is divided by its own time gap,"the positive rises [+10, +3, +1] become rates, and we take the middle one",280,70,45.467257652089295,36.50655790281811,34.75385641781686,64.7260835463023,30.178306902452807,50.198511049527205,-8.960699749271186,-14.142488362056703,-3.0481300196390118,-0.25734693877551024,0.0008678915762444451,0.37132653061224496,0.17469905489712328,0.6321428571428571,below
101,fraction_positive_width_rate,"share of transitions with a positive rate -- identical to fraction_positive_delta_W because every time gap is positive, so dividing by it cannot flip a sign","3 of 4 positive -> 0.75, exactly the same number as fraction_positive_delta_W",280,70,0.55,0.53,0.51,0.61,0.49,0.5974999999999999,-0.020000000000000018,-0.040000000000000036,0.010000000000000009,-0.12693877551020405,0.10013470851497304,0.436530612244898,0.19043832161412996,0.5660714285714286,below
201,max_positive_delta_W,largest increase in transverse width between two consecutive resampled analysis points,"sequence [+10, +3, -2, +1] -> the biggest rise is +10, so max_positive_delta_W = 10",280,70,29.819175242170274,29.27472347613691,25.474275300275934,37.53155147884622,23.633205554325837,31.196019997513808,-0.5444517660333652,-3.02890032858503,0.6642201233760351,-0.20418367346938776,0.008239619099107762,0.3979081632653061,0.16796253094315258,0.6339285714285714,below
