analysis_label,phase,phase3_config_fingerprint,run_fingerprint,target,target_label,target_definition,gp_configuration,gp_configuration_label,kernel_family,matern_nu,learned_nugget,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,predicted_mean_um,residual_um,absolute_error_um,squared_error_um2,latent_predictive_std_um,latent_predictive_variance_um2,total_predictive_std_um,total_predictive_variance_um2,evaluation_predictive_std_um,evaluation_variance_definition,latent_nlpd,total_nlpd,evaluation_nlpd,latent_interval_lower_um,latent_interval_upper_um,total_interval_lower_um,total_interval_upper_um,latent_interval_contains_observed,total_interval_contains_observed,optimized_kernel,optimized_signal_variance_normalized,optimized_length_scale,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_variance_um2,optimized_noise_std_um,noise_std_fraction_training_target_std,noise_std_fraction_dataset_target_median,dataset_target_median_um_reporting_only,dataset_target_median_used_for_fitting,numerical_alpha_normalized,numerical_alpha_interpretation,training_size,population_size,heldout_excluded_from_training,heldout_target_used_for_scaling,heldout_target_used_for_fitting,heldout_target_used_for_tuning,x_scaler_fit_on_training_only,y_scaler_fit_on_training_only,normalize_y,feature_columns,training_y_mean_um,training_y_std_um,x_training_mean,x_training_scale,outer_training_simulation_ids_sha256,heldout_P,heldout_VX,heldout_LS,heldout_ST,fold_random_seed,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,0,sim_00001,1,262.5708499999,261.0245623550026,1.5462876448974043,1.5462876448974043,2.3910054807623613,7.279043641133964,52.984476329532804,18.13721525302993,328.9585771347415,18.13721525302993,total predictive variance including learned WhiteKernel nugget,2.9265012830540504,3.820538656438318,3.820538656438318,246.75763681838004,275.2914878916252,225.47562045906395,296.57350425094126,True,True,"3.07**2 * Matern(length_scale=5.23, nu=2.5) + WhiteKernel(noise_level=0.0337)",9.402245351318628,5.228457705298083,0.03369493373179293,0.18356179812747783,275.97410080520865,16.612468233384487,0.18356179812747786,0.04866327187532713,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.20952020413836,90.50068370896898,"[158.41685668854458,0.6174309603939917,6.476530180872957e-05,348.6835952922249]","[52.94868432117492,0.24073330218794772,1.3358446857885196e-05,32.34583139550507]",C1A71F1D3A2422A611F80239EE2F839B1B41D0A7D4B834310A9FD22BAB071E75,101.127472137,0.52394730996,4.5e-05,300.0,85391868,fmin_l_bfgs_b,1,-24.273436276302476,0.8883957000216469,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,1,sim_00002,2,297.7007,305.9778667673841,-8.27716676738413,8.27716676738413,68.51148969508826,17.42412986233691,303.6003014595808,24.0548781206466,578.6371613991624,24.0548781206466,total predictive variance including learned WhiteKernel nugget,3.889626274552551,4.158477075947081,4.158477075947081,271.8265722372038,340.12916129756445,258.8303056509168,353.12542788385144,True,True,"3.06**2 * Matern(length_scale=5.22, nu=2.5) + WhiteKernel(noise_level=0.0335)",9.342646474776279,5.224486788206483,0.03350385918360296,0.18304059435983855,275.03685993958175,16.584235283533022,0.18304059435983852,0.048580568468755476,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.0631458291379,90.60413806857599,"[158.40446473227792,0.6157952004352666,6.458493395760749e-05,348.28789357284154]","[52.961741081080795,0.24002814447852902,1.3331834273979293e-05,32.35808136104498]",FA446B729C2F19C80593618A398F5542870501B1F85B0093CCF7085D009B5698,104.101541641,0.916529700054,8.82882842693e-05,394.968412652,4190491951,fmin_l_bfgs_b,1,-23.504052759632202,1.4051199000095949,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,2,sim_00003,3,261.8447,275.9179708984388,-14.073270898438807,14.073270898438807,198.05695378084462,8.117514228998946,65.89403725800035,18.487310844204394,341.7806622502374,18.487310844204394,total predictive variance including learned WhiteKernel nugget,4.5158067897287655,4.12576590279135,4.12576590279135,260.0076430096009,291.8282987872767,239.68284164379818,312.15310015307944,True,True,"3.1**2 * Matern(length_scale=5.27, nu=2.5) + WhiteKernel(noise_level=0.0337)",9.614761314672096,5.26874437453479,0.03368629433052408,0.1835382639411305,275.8866249922371,16.609835188593447,0.1835382639411305,0.04865555883878577,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.21254582913787,90.49794212895583,"[158.3995699254654,0.6169514116475291,6.463348166584206e-05,348.40255952951645]","[52.96670509691898,0.2408044033443286,1.3396689281503218e-05,32.47432872676716]",5673D08E997648C3B4BFBAB58729D083D268FAAD12401130F9A80580C9D9FD19,105.276295276,0.639039009111,7.6636834293e-05,367.44858305,2037351444,fmin_l_bfgs_b,1,-23.82307774998162,1.5343622000073083,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,3,sim_00004,4,288.07835,275.884721233299,12.19362876670101,12.19362876670101,148.6845825001184,14.321006145798659,205.09121702800297,21.92234824233093,480.58935245803,21.92234824233093,total predictive variance including learned WhiteKernel nugget,3.943149985720102,4.161134959913474,4.161134959913474,247.81554918753363,303.95389327906435,232.91691867833038,318.8525237882676,True,True,"3.07**2 * Matern(length_scale=5.25, nu=2.5) + WhiteKernel(noise_level=0.0336)",9.419158955783631,5.245563530892186,0.03357684022282121,0.18323984343701347,275.49813543002716,16.59813650474134,0.18323984343701344,0.04862128962454977,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.10323895413785,90.58148158943803,"[158.39165382346957,0.6182776072410958,6.458809252473623e-05,348.2925134424874]","[52.9745014621117,0.24004473767101805,1.3337358734301948e-05,32.36466594117993]",3D71E35401DFDC45453821EF0A53158C5CD45C9E9B63F8790644DC88758BBBA6,107.176159755,0.320752066655,8.75302281584e-05,393.859643937,2561168327,fmin_l_bfgs_b,1,-23.547976389335417,1.0130580000113696,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,4,sim_00005,5,236.38402999989998,234.72248138726118,1.6615486126387964,1.6615486126387964,2.760743792161909,8.286167434179022,68.66057074724897,18.554988046367797,344.2875814008518,18.554988046367797,total predictive variance including learned WhiteKernel nugget,3.0536303716419946,3.843686540697917,3.843686540697917,218.4815932162703,250.96336955825205,198.35470481638032,271.09025795814205,True,True,"3.07**2 * Matern(length_scale=5.24, nu=2.5) + WhiteKernel(noise_level=0.0337)",9.427779153927087,5.243285323538894,0.0337377601453424,0.1836784150229482,275.62701065360284,16.602018270487566,0.18367841502294824,0.048632660567097925,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.3186319541383,90.38633237559982,"[158.3808880455779,0.6186060484485084,6.476530180872957e-05,348.6835952922249]","[52.98464515358333,0.2395830529147136,1.3358446857885196e-05,32.34583139550507]",02334BC0EC5436E61A7F9210AA2228227887F252488785F8869DBE76D699F9AA,109.759946449,0.241926176876,4.5e-05,300.0,2319586892,fmin_l_bfgs_b,1,-24.24091213469424,0.6255144000169821,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,5,sim_00006,6,292.1034,289.6488713341943,2.4545286658056966,2.4545286658056966,6.024710971261893,8.322560500396092,69.26501328275324,18.566699193847274,344.722318954809,18.566699193847274,total predictive variance including learned WhiteKernel nugget,3.08139878272608,3.8490466419347937,3.8490466419347937,273.336652753418,305.96108991497067,253.25814091425366,326.039601754135,True,True,"3.06**2 * Matern(length_scale=5.22, nu=2.5) + WhiteKernel(noise_level=0.0336)",9.340764654447968,5.221774388303111,0.033564454049751585,0.18320604261255027,275.4573056720558,16.596906509107527,0.18320604261255027,0.048617686571042436,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.0864679124712,90.59147980291878,"[158.37891002264456,0.6160032861109832,6.461589345980373e-05,348.4795091247081]","[52.986451341788005,0.24026700149970834,1.3378135022634581e-05,32.49747951712133]",EC508C39681D1A517DE8CF818879044CE7DDA531EA9FB37276409A41A2CC6C01,110.234671953,0.866589137882,8.08580037422e-05,348.980680204,2799016354,fmin_l_bfgs_b,1,-23.714087868992266,1.9926997000002302,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,6,sim_00007,7,262.4155,262.1253212507708,0.29017874922919873,0.29017874922919873,0.08420370650422221,9.60591731542609,92.27364747080279,19.174219350054205,367.6506876839931,19.174219350054205,total predictive variance including learned WhiteKernel nugget,3.181774100505489,3.8726196836781788,3.8726196836781788,243.29772331253568,280.95291918900597,224.54385132466456,299.70679117687706,True,True,"3.06**2 * Matern(length_scale=5.23, nu=2.5) + WhiteKernel(noise_level=0.0336)",9.375267160998412,5.230288601115853,0.033622470164042774,0.18336430995164454,275.3770402131903,16.594488248005426,0.18336430995164452,0.048610602705127764,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.2101674958046,90.50009924167686,"[158.37721145453625,0.6184717627793292,6.464164930829206e-05,348.43937469980403]","[52.987988101203044,0.2397850262103685,1.3403405712270068e-05,32.490887191220146]",47E5D61FE025540C84720EF3B6946A1054A8253A357677BB0CACF477630B612D,110.642328299,0.274154737479,7.4676600105e-05,358.612942181,2649253839,fmin_l_bfgs_b,1,-23.770619627881388,0.8662495000171475,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,7,sim_00008,8,291.7725,280.9575932827469,10.814906717253052,10.814906717253052,116.96220730288519,9.709937143786119,94.28287933627733,19.20950828555588,369.00520857284005,19.20950828555588,total predictive variance including learned WhiteKernel nugget,3.812361121917055,4.032827051562363,4.032827051562363,261.9261164809261,299.98907008456774,243.3069570430574,318.60822952243643,True,True,"3.07**2 * Matern(length_scale=5.22, nu=2.5) + WhiteKernel(noise_level=0.0335)",9.441269906626541,5.2236602591199555,0.03347548378481448,0.18296306672335397,274.72232923656276,16.574749748836716,0.182963066723354,0.04855278228145782,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.0878466624712,90.5906861186267,"[158.3697702161654,0.6166771339720416,6.46898903951029e-05,348.6450890727332]","[52.994565302894024,0.24074159257097874,1.3418592428444363e-05,32.39822083701424]",D68F4A8001756D53C04EA03737D32DFF0E97B392C3BD792D97F6C9182A9593E9,112.428225508,0.704865651228,6.30987392704e-05,309.241492678,3786722921,fmin_l_bfgs_b,1,-23.669800225716386,0.7847634999779984,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,8,sim_00009,9,264.21325,285.66850998300225,-21.455259983002236,21.455259983002236,460.3281809382171,10.341867880624457,106.9542312602918,19.513797856290186,380.7883067761554,19.513797856290186,total predictive variance including learned WhiteKernel nugget,5.40712580020913,4.494501397982911,4.494501397982911,265.3984489369783,305.9385710290262,247.42146618467348,323.915553781331,False,True,"3.1**2 * Matern(length_scale=5.26, nu=2.5) + WhiteKernel(noise_level=0.0334)",9.62967830748182,5.256809990593174,0.033429133844916296,0.18283635810449816,273.8340755158636,16.547932665921252,0.1828363581044982,0.04847422640532402,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.2026768708046,90.50679436779996,"[158.36778409537374,0.6173736856002167,6.475985666105916e-05,348.5912237646123]","[52.99627809469381,0.24075390073481917,1.3366233832592893e-05,32.45289559521182]",F9B11A3FCE1E562647087FCED6CD5B92226595E705D76E955F6B492586AFA8CF,112.904894498,0.537693260466,4.63068354409e-05,322.169166627,3889397935,fmin_l_bfgs_b,1,-23.473571393099434,0.8934101999620907,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase3b_kernel_noise,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,62F5593627A7B9470200EA25D9E7F8D51026521737DE320959B8C43FCFF2FC0A,length,Melt-pool length,T0,matern52_learned_nugget,Matérn 5/2 + learned nugget,Matern,2.5,True,9,sim_00010,10,277.71594999999996,286.5903962226073,-8.874446222607332,8.874446222607332,78.75579575794956,9.736238056069752,94.7943314844609,19.242157623983662,370.26063002623255,19.242157623983662,total predictive variance including learned WhiteKernel nugget,3.610196848148536,3.982393950981829,3.982393950981829,267.5073696327106,305.673422812504,248.87576727959933,324.3050251656153,True,True,"3.07**2 * Matern(length_scale=5.22, nu=2.5) + WhiteKernel(noise_level=0.0336)",9.397096272763017,5.223674008847488,0.03359460803624521,0.18328831942119284,275.4662985417716,16.597177426953404,0.18328831942119284,0.048618480176700826,341.3759,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",344.1464156208046,90.5522920356612,"[158.36619331605706,0.6172487292997,6.471096775599373e-05,348.6746412483623]","[52.99763697439272,0.2407874391839439,1.3412102099912544e-05,32.35900673090017]",10B9323F0E9890207C54E75E7EFB7A8E7062030760479D8B38D8D8A42E49C650,113.286681534,0.56768277259,5.80401726566e-05,302.148970527,234243906,fmin_l_bfgs_b,1,-23.8763944153595,0.8381408000132069,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
