analysis_label,phase,phase3_config_fingerprint,run_fingerprint,target,target_label,target_definition,gp_configuration,gp_configuration_label,kernel_family,matern_nu,learned_nugget,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,predicted_mean_um,residual_um,absolute_error_um,squared_error_um2,latent_predictive_std_um,latent_predictive_variance_um2,total_predictive_std_um,total_predictive_variance_um2,evaluation_predictive_std_um,evaluation_variance_definition,latent_nlpd,total_nlpd,evaluation_nlpd,latent_interval_lower_um,latent_interval_upper_um,total_interval_lower_um,total_interval_upper_um,latent_interval_contains_observed,total_interval_contains_observed,optimized_kernel,optimized_signal_variance_normalized,optimized_length_scale,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_variance_um2,optimized_noise_std_um,noise_std_fraction_training_target_std,noise_std_fraction_dataset_target_median,dataset_target_median_um_reporting_only,dataset_target_median_used_for_fitting,numerical_alpha_normalized,numerical_alpha_interpretation,training_size,population_size,heldout_excluded_from_training,heldout_target_used_for_scaling,heldout_target_used_for_fitting,heldout_target_used_for_tuning,x_scaler_fit_on_training_only,y_scaler_fit_on_training_only,normalize_y,feature_columns,training_y_mean_um,training_y_std_um,x_training_mean,x_training_scale,outer_training_simulation_ids_sha256,heldout_P,heldout_VX,heldout_LS,heldout_ST,fold_random_seed,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,0,sim_00001,1,74.86579499999999,76.53598712923305,-1.6701921292330582,1.6701921292330582,2.7895417485520566,4.245595178277836,18.025078417816008,,,4.245595178277836,latent predictive variance; numerical jitter excluded,2.4422000122476164,,2.4422000122476164,68.2146205798085,84.8573536786576,,,True,,"0.857**2 * Matern(length_scale=0.669, nu=1.5)",0.7340521187883501,0.6693190775142639,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.76299868749584,18.2954707481623,"[158.41685668854458,0.6174309603939917,64.7653018087296,348.6835952922249]","[52.94868432117492,0.24073330218794772,13.358446857885196,32.34583139550507]",C1A71F1D3A2422A611F80239EE2F839B1B41D0A7D4B834310A9FD22BAB071E75,101.127472137,0.52394730996,45.0,300.0,1040776054,fmin_l_bfgs_b,1,-236.56727054143641,0.715962199959904,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,1,sim_00002,2,92.05557,62.74488298017333,29.310687019826673,29.310687019826673,859.1163735742358,13.187951208303241,173.9220570725869,,,13.187951208303241,latent predictive variance; numerical jitter excluded,5.968073725885359,,5.968073725885359,36.89649861189898,88.59326734844768,,,False,,"0.855**2 * Matern(length_scale=0.679, nu=1.5)",0.730964313699068,0.6791732178542046,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.69137462499585,18.28084882103534,"[158.40446473227792,0.6157952004352666,64.58493395760752,348.28789357284154]","[52.961741081080795,0.24002814447852902,13.331834273979297,32.35808136104498]",FA446B729C2F19C80593618A398F5542870501B1F85B0093CCF7085D009B5698,104.101541641,0.916529700054,88.2882842693,394.968412652,208595779,fmin_l_bfgs_b,1,-233.12735824044853,1.0795123999705538,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,2,sim_00003,3,62.37197500000001,60.63183282433387,1.7401421756661435,1.7401421756661435,3.0280947915320993,12.149392226751273,147.60773147944425,,,12.149392226751273,latent predictive variance; numerical jitter excluded,3.4264749156471614,,3.4264749156471614,36.81902405990138,84.44464158876636,,,True,,"0.859**2 * Matern(length_scale=0.67, nu=1.5)",0.7385001233247571,0.6701761129877039,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.81505627082917,18.263659782501257,"[158.3995699254654,0.6169514116475291,64.63348166584211,348.40255952951645]","[52.96670509691898,0.2408044033443286,13.39668928150322,32.47432872676716]",5673D08E997648C3B4BFBAB58729D083D268FAAD12401130F9A80580C9D9FD19,105.276295276,0.639039009111,76.636834293,367.44858305,881542415,fmin_l_bfgs_b,1,-235.84930234195753,0.8136379000497982,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,3,sim_00004,4,72.460095,68.4874115060476,3.9726834939524025,3.9726834939524025,15.782214143121868,12.923093195965379,167.00633775160668,,,12.923093195965379,latent predictive variance; numerical jitter excluded,3.5252047593309284,,3.5252047593309284,43.15814884195545,93.81667417013973,,,True,,"0.859**2 * Matern(length_scale=0.673, nu=1.5)",0.73712457998121,0.6726898898198903,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.77302243749584,18.29212558985418,"[158.39165382346957,0.6182776072410958,64.58809252473627,348.2925134424874]","[52.9745014621117,0.24004473767101805,13.337358734301949,32.36466594117993]",3D71E35401DFDC45453821EF0A53158C5CD45C9E9B63F8790644DC88758BBBA6,107.176159755,0.320752066655,87.53022815839999,393.859643937,1033846373,fmin_l_bfgs_b,1,-235.41485220777042,0.793303000042215,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,4,sim_00005,5,84.0996,95.55713850091456,-11.457538500914566,11.457538500914566,131.27518849993962,8.123415242560586,65.98987520306567,,,8.123415242560586,latent predictive variance; numerical jitter excluded,4.008350786184364,,4.008350786184364,79.63524462549582,111.47903237633331,,,True,,"0.858**2 * Matern(length_scale=0.678, nu=1.5)",0.73586303158975,0.6776464943530327,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.72452449999582,18.29601974077004,"[158.3808880455779,0.6186060484485084,64.7653018087296,348.6835952922249]","[52.98464515358333,0.2395830529147136,13.358446857885196,32.34583139550507]",02334BC0EC5436E61A7F9210AA2228227887F252488785F8869DBE76D699F9AA,109.759946449,0.241926176876,45.0,300.0,2181412358,fmin_l_bfgs_b,1,-234.73295283421038,0.8563501000171527,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,5,sim_00006,6,53.52373000000001,52.35900992308402,1.1647200769159909,1.1647200769159909,1.3565728575711917,11.06692621888227,122.4768559341838,,,11.06692621888227,latent predictive variance; numerical jitter excluded,3.3284376520846695,,3.3284376520846695,30.66783453407477,74.05018531209326,,,True,,"0.861**2 * Matern(length_scale=0.671, nu=1.5)",0.7419986539389083,0.6709448598347533,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.85192395832915,18.219427075359114,"[158.37891002264456,0.6160032861109832,64.61589345980377,348.4795091247081]","[52.986451341788005,0.24026700149970834,13.378135022634574,32.49747951712133]",EC508C39681D1A517DE8CF818879044CE7DDA531EA9FB37276409A41A2CC6C01,110.234671953,0.866589137882,80.8580037422,348.980680204,8598015,fmin_l_bfgs_b,1,-236.45149610708643,0.8793448000214994,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,6,sim_00007,7,69.703175,71.52387051800628,-1.820695518006275,1.820695518006275,3.314932169288138,11.585242783350944,134.21785034918514,,,11.585242783350944,latent predictive variance; numerical jitter excluded,3.381019720961055,,3.381019720961055,48.81679466263843,94.23094637337412,,,True,,"0.858**2 * Matern(length_scale=0.671, nu=1.5)",0.7356361286999303,0.6713145490984326,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.78450960416252,18.28666311298707,"[158.37721145453625,0.6184717627793292,64.6416493082921,348.43937469980403]","[52.987988101203044,0.2397850262103685,13.403405712270075,32.490887191220146]",47E5D61FE025540C84720EF3B6946A1054A8253A357677BB0CACF477630B612D,110.642328299,0.274154737479,74.67660010499999,358.612942181,2770475540,fmin_l_bfgs_b,1,-235.32898810225066,1.2483046000124887,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,7,sim_00008,8,63.44792,70.40227155084328,-6.954351550843278,6.954351550843278,48.3630054927163,12.481932664371406,155.79864303790188,,,12.481932664371406,latent predictive variance; numerical jitter excluded,3.5984307153042625,,3.5984307153042625,45.93768352867532,94.86685957301124,,,True,,"0.858**2 * Matern(length_scale=0.67, nu=1.5)",0.736663952067572,0.6697600613617272,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.81057316666251,18.267808387430275,"[158.3697702161654,0.6166771339720416,64.68989039510294,348.6450890727332]","[52.994565302894024,0.24074159257097874,13.41859242844436,32.39822083701424]",D68F4A8001756D53C04EA03737D32DFF0E97B392C3BD792D97F6C9182A9593E9,112.428225508,0.704865651228,63.0987392704,309.241492678,3651351608,fmin_l_bfgs_b,1,-235.6200118528985,1.0705454000271857,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,8,sim_00009,9,73.34996,76.09415173573338,-2.7441917357333807,2.7441917357333807,7.530588282467384,12.87638356093409,165.8012536082937,,,12.87638356093409,latent predictive variance; numerical jitter excluded,3.4970431194163205,,3.4970431194163205,50.85643995630256,101.3318635151642,,,True,,"0.858**2 * Matern(length_scale=0.67, nu=1.5)",0.7361589952555045,0.6703758731314834,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.7693146666625,18.293517287554604,"[158.36778409537374,0.6173736856002167,64.75985666105919,348.5912237646123]","[52.99627809469381,0.24075390073481917,13.366233832592892,32.45289559521182]",F9B11A3FCE1E562647087FCED6CD5B92226595E705D76E955F6B492586AFA8CF,112.904894498,0.537693260466,46.3068354409,322.169166627,3702140397,fmin_l_bfgs_b,1,-235.44440362435927,0.5708545000525191,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
phase4_selected_kernel_nugget_sensitivity,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,2777BB7AEE84ABB4300C09410CCCBB4C044B55E574753B1A34719D517E01BFD9,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,9,sim_00010,10,67.953605,71.15808724440947,-3.2044822444094763,3.2044822444094763,10.268706454735595,11.444732504223952,130.98190209324025,,,11.444732504223952,latent predictive variance; numerical jitter excluded,3.3956670655520753,,3.3956670655520753,48.72641153613053,93.58976295268842,,,True,,"0.858**2 * Matern(length_scale=0.67, nu=1.5)",0.7364619433415674,0.6699284352027411,,,,,,,80.106185,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,240,241,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",79.7917994791625,18.28229354268238,"[158.36619331605706,0.6172487292997,64.71096775599376,348.6746412483623]","[52.99763697439272,0.2407874391839439,13.412102099912547,32.35900673090017]",10B9323F0E9890207C54E75E7EFB7A8E7062030760479D8B38D8D8A42E49C650,113.286681534,0.56768277259,58.0401726566,302.148970527,468721873,fmin_l_bfgs_b,1,-235.68140676373952,0.7074079999001697,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
