analysis_label,phase,phase3_config_fingerprint,run_fingerprint,target,target_label,target_definition,gp_configuration,gp_configuration_label,kernel_family,matern_nu,learned_nugget,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,predicted_mean_um,residual_um,absolute_error_um,squared_error_um2,latent_predictive_std_um,latent_predictive_variance_um2,total_predictive_std_um,total_predictive_variance_um2,evaluation_predictive_std_um,evaluation_variance_definition,latent_nlpd,total_nlpd,evaluation_nlpd,latent_interval_lower_um,latent_interval_upper_um,total_interval_lower_um,total_interval_upper_um,latent_interval_contains_observed,total_interval_contains_observed,optimized_kernel,optimized_signal_variance_normalized,optimized_length_scale,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_variance_um2,optimized_noise_std_um,noise_std_fraction_training_target_std,noise_std_fraction_dataset_target_median,dataset_target_median_um_reporting_only,dataset_target_median_used_for_fitting,numerical_alpha_normalized,numerical_alpha_interpretation,training_size,population_size,heldout_excluded_from_training,heldout_target_used_for_scaling,heldout_target_used_for_fitting,heldout_target_used_for_tuning,x_scaler_fit_on_training_only,y_scaler_fit_on_training_only,normalize_y,feature_columns,training_y_mean_um,training_y_std_um,x_training_mean,x_training_scale,outer_training_simulation_ids_sha256,heldout_P,heldout_VX,heldout_LS,heldout_ST,fold_random_seed,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,0,P-102p928146519_VX-0p633805217924_LS-5p29394366699e-05_ST-318p223787128_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p61136145079e-06_H-6c9c68731f,1,0.7339642,0.9140377623041247,-0.18007356230412475,0.18007356230412475,0.032426487840897494,0.9143435504854344,0.83602412831431,0.9143435656005305,0.8360241559550917,0.9143435656005305,total predictive variance including learned WhiteKernel nugget,0.8487829035771653,0.8487829194670721,0.8487829194670721,-0.8780755966473266,2.706151121255576,-0.878075626272915,2.7061511508811646,True,True,1.17**2 * RBF(length_scale=1.8) + WhiteKernel(noise_level=1e-08),1.3579223221636314,1.8032328176725296,9.999999999999982e-09,9.999999999999991e-05,2.7640781443881768e-08,0.00016625516967565783,9.999999999999992e-05,4.71061621375298e-05,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.6813640000000003,1.6625516967565797,"[292.29611241145454,0.7094537828358182,56.38871341985455,340.48746933636363]","[100.3374073949546,0.16784556442434584,14.272972825091877,35.57454504593662]",1168D994581924E4D0607885042B16413E39B24C93087B7564881B31919E1DD5,102.928146519,0.633805217924,52.939436669900005,318.223787128,1886552678,fmin_l_bfgs_b,0,-13.01754645722886,1.018012699962128,0,0,,completed_without_convergence_warning,False,False,,False,,True,lower,True
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,1,P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,2,1.291556,1.9055449190456202,-0.6139889190456203,0.6139889190456203,0.37698239271080924,1.275421333491031,1.6266995779240396,1.2754213506266596,1.6266996216343326,1.2754213506266596,total predictive variance including learned WhiteKernel nugget,1.2780885059416474,1.278088516263336,1.278088516263336,-0.5942808945968003,4.4053707326880405,-0.5942809281826327,4.405370766273873,True,True,1.15**2 * RBF(length_scale=1.98) + WhiteKernel(noise_level=1.44e-08),1.3150534412409551,1.9758258041939345,1.4416073677732794e-08,0.00012006695497818205,4.3710293509739984e-08,0.00020907006842142657,0.00012006695497818205,5.923718679170872e-05,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.630673836363636,1.741279009361216,"[289.72662437281815,0.7277248440391819,55.09014690560911,339.9097895735454]","[104.69730437740918,0.1462935208683611,13.872299158196123,35.87849280056384]",3D0D042150FC972AD4D56386A545C65EE4C658155BD4292F45300CA9443BDB49,131.192514944,0.432823544687,67.22366832659999,324.578264519,1065380934,fmin_l_bfgs_b,0,-12.005769898667722,1.191370900021866,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,2,P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,3,1.5768185,1.7141800075113394,-0.13736150751133946,0.13736150751133946,0.01886818374578777,0.5253716030884015,0.27601532133167683,0.6939685749463249,0.481592383013033,0.6939685749463249,total predictive variance including learned WhiteKernel nugget,0.3094686767504408,0.5731993036703705,0.5731993036703705,0.6844516654580726,2.743908349564606,0.3540016006165425,3.074358414406136,True,True,1.3**2 * RBF(length_scale=2.66) + WhiteKernel(noise_level=0.0654),1.677457561107517,2.6633548228261317,0.06536002155686181,0.2556560610602882,0.20557706168135617,0.4534060670980883,0.2556560610602882,0.12846649973368868,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.604740881818182,1.7735001674424107,"[286.6889319882727,0.6882361150902728,56.35809173559091,340.86615775045453]","[108.6919976696702,0.16118322689925116,14.279977112810633,35.31239724560136]",88BA7A83C5DC656EF2B87938937BD9281FB7B8CBAA40E4CCF58AB912D43FCCAA,164.607131174,0.867199563125,53.2762751968,314.058214573,1885467607,fmin_l_bfgs_b,0,-12.65443723527034,0.8265932000358589,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,3,P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,4,2.1700615,3.2737724013336065,-1.1037109013336064,1.1037109013336064,1.218177753722642,1.1371226873680258,1.293048006127081,1.1371230131094219,1.2930487469430505,1.1371230131094219,total predictive variance including learned WhiteKernel nugget,1.5184885743946563,1.518488590981442,1.518488590981442,1.045011934092276,5.502532868574937,1.0450112956391395,5.502533507028073,True,True,1.08**2 * RBF(length_scale=1.86) + WhiteKernel(noise_level=2.23e-07),1.1575091646576547,1.8624740191847975,2.2252496243419987e-07,0.0004717255159880583,7.408159694437148e-07,0.000860706668641364,0.0004717255159880583,0.0002438696370462972,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.5508097000000003,1.8245921398560783,"[282.7956764056363,0.7057267896126365,55.97960043185455,334.6581935589091]","[112.17242260983659,0.16902464652422458,14.301453068049884,33.426711907967764]",DE3412952C197CF88C437A6B48CB9A4B793B0747E8E37FFCF6BA71C2657CBFE8,207.432942583,0.674802143379,57.4396795379,382.34582068,4221107428,fmin_l_bfgs_b,0,-11.400561537785393,0.9828980000456795,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,4,P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,5,2.533465,2.5547389229886477,-0.02127392298864761,0.02127392298864761,0.00045257979932690923,0.42966050516439724,0.18460814969812503,0.6264219914597479,0.3924045113843964,0.6264219914597479,total predictive variance including learned WhiteKernel nugget,0.07540441319328335,0.45178418104873963,0.45178418104873963,1.712604332866429,3.396873513110866,1.3269518197275418,3.7825260262497533,True,True,1.31**2 * RBF(length_scale=2.75) + WhiteKernel(noise_level=0.061),1.7286378155837783,2.7500745605876,0.06098617262667059,0.24695378641897878,0.20779636168627147,0.455846862099841,0.24695378641897878,0.12915806610916644,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.517773018181818,1.8458792177677195,"[280.6457716567272,0.6897659956931819,56.18402708030001,341.8916786310909]","[113.3632775976388,0.16278676737776235,14.304790629671093,34.34182393701469]",94CE068FD393B849BEFDF900F1F1AA0A429637FD301AE8E8F1DB9A81934E2A81,231.081894821,0.850370876493,55.190986405,302.777484886,1808471464,fmin_l_bfgs_b,0,-12.491286853662544,0.4258906000177376,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,5,P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,6,3.210667,3.2084242673586507,0.002242732641349221,0.002242732641349221,5.029849700573253e-06,1.5930546739539604,2.537823194206559,1.5930546848857394,2.5378232290364027,1.5930546848857394,total predictive variance including learned WhiteKernel nugget,1.3845928758980413,1.384592882760177,1.384592882760177,0.08603710640888851,6.330811428308413,0.08603708498260154,6.3308114497347,True,True,1.15**2 * RBF(length_scale=2.01) + WhiteKernel(noise_level=1e-08),1.3156301273656448,2.0137461570906043,9.999999999999982e-09,9.999999999999991e-05,3.482984361809776e-08,0.00018662755321253546,9.999999999999991e-05,5.2878402506886624e-05,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4562091999999995,1.8662755321253564,"[278.41113987499995,0.711458185707091,53.57822447146364,333.70939859545456]","[114.07376467043555,0.16679526829334523,11.327836690598073,31.875554356324134]",7CFC9057A61674DBB5EDAD20D432DC99B8BCBEB12618615BBC6B29322F8BE6FE,255.66284442,0.61175678634,83.85481510219999,392.782565278,2576612314,fmin_l_bfgs_b,0,-11.650036802061924,0.7858908000052907,0,0,,completed_without_convergence_warning,False,False,,False,,True,lower,True
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,6,P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,7,3.848077,2.7019209819946726,1.1461560180053274,1.1461560180053274,1.3136736176098285,1.6062034132712124,2.579889404804093,1.6062034240766543,2.5798894395155685,1.6062034240766543,total predictive variance including learned WhiteKernel nugget,1.6474106231476195,1.6474106264494033,1.6474106264494033,-0.44623770801690377,5.850079672006249,-0.4462377291955697,5.850079693184915,True,True,1.25**2 * RBF(length_scale=2.3) + WhiteKernel(noise_level=1e-08),1.562896409392632,2.3030803022831616,9.999999999999982e-09,9.999999999999991e-05,3.471147544324189e-08,0.00018631015925934337,9.999999999999991e-05,5.278847320694542e-05,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.3982628363636365,1.8631015925934353,"[276.2718699631818,0.6796949237614546,54.06542817849092,335.54600344918185]","[114.25950973570055,0.14848396257108207,12.448823600888975,34.533486446731175]",4E2EBF9E15E2C04F0D8308886E90A147DF9E89499113BB759AC0F3D625A31CB8,279.19481345,0.961152667742,78.4955743249,372.579911887,2863994755,fmin_l_bfgs_b,0,-11.172634332695917,1.0553429000428878,0,0,,completed_without_convergence_warning,False,False,,False,,True,lower,True
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,7,P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,8,4.1574395,3.598698888956477,0.5587406110435227,0.5587406110435227,0.3121910704292891,0.5858160301876466,0.3431804212248137,0.6661979801970325,0.44381974881860564,0.6661979801970325,total predictive variance including learned WhiteKernel nugget,0.839038821544909,0.8644794527280457,0.8644794527280457,2.4504994697886895,4.746898308124265,2.2929508477702933,4.904446930142661,True,True,1.16**2 * RBF(length_scale=2.25) + WhiteKernel(noise_level=0.0293),1.3564610311050962,2.2530330335265987,0.02928664956941355,0.17113342621888206,0.10063932759379195,0.3172370211589309,0.17113342621888206,0.08988483536417552,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.370138972727273,1.8537408393447359,"[271.81899196581816,0.6991763606249091,55.9437380656,341.3910447321818]","[113.09848395999745,0.16869965350233537,14.297251580725215,34.86426598032221]",BE806DF8BFB82D885B4E3220568D98E38539A96554E44D5078B13FA52D7EE609,328.176471421,0.746856862244,57.8341655667,308.284457774,3629623361,fmin_l_bfgs_b,0,-11.963570173782472,0.8880060999654233,1,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__noise_level is close to the specified lower bound 1e-08. Decreasing the bound and calling fit again may find a better value.,completed_with_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,8,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,9,6.751311,3.084857402111214,3.666453597888786,3.666453597888786,13.442881985471626,1.3049254467289515,1.7028304215207537,1.3049254934715666,1.7028305435120117,1.3049254934715666,total predictive variance including learned WhiteKernel nugget,5.1323013287666654,5.132301081807082,5.132301081807082,0.5272035265224693,5.642511277699959,0.5272034349069434,5.642511369315485,False,False,1.09**2 * RBF(length_scale=2.15) + WhiteKernel(noise_level=5.09e-08),1.1950696075906424,2.146514666577556,5.087638115934903e-08,0.00022555793304459285,1.2199125805609273e-07,0.0003492724696509771,0.00022555793304459282,9.896164803567805e-05,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.1343324727272726,1.548482312000642,"[268.5919841951818,0.7262954772673637,57.52384510736365,333.78637144254543]","[110.9169602718995,0.149064822852882,13.432226145142167,32.01677571750731]",EBA7DC277370EE3E46762F644B04467CCB93E4DEB7876C570256845C67E5F1B4,363.673556898,0.448546579177,40.4529881073,391.93586396,3411843501,fmin_l_bfgs_b,0,-10.47793554192071,0.7693756999797188,1,1,ConvergenceWarning: The optimal value found for dimension 0 of parameter k2__noise_level is close to the specified lower bound 1e-08. Decreasing the bound and calling fit again may find a better value.,completed_with_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,CAB8065AFEEB78BC902E6F54B70CAE9434DA0D88D466F90A5330930B4837ABCD,kinetic_energy,T0 melt kinetic energy,T0,rbf_learned_nugget,RBF + learned nugget,RBF,,True,9,P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,10,4.73173,5.926270633323911,-1.1945406333239115,1.1945406333239115,1.4269273246618914,0.39721255082169127,0.15777781053027468,0.3972125926310374,0.1577778437446705,0.3972125926310374,total predictive variance including learned WhiteKernel nugget,4.517606634862729,4.517605788186823,4.517605788186823,5.147734033713396,6.704807232934426,5.147733951767078,6.704807314880744,False,False,1.71**2 * RBF(length_scale=3.42) + WhiteKernel(noise_level=1e-08),2.911276357098864,3.416165683975049,9.999999999999982e-09,9.999999999999991e-05,3.3214395817954054e-08,0.00018224817095914585,9.999999999999991e-05,5.163756355497404e-05,3.529372,False,1e-08,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.3179307454545452,1.8224817095914603,"[266.7509945664545,0.7126586272504546,57.24826891823637,342.03772093599997]","[109.14125152179273,0.1660240868151279,13.744891262447375,34.171337068435726]",B6D7A1578E994B09BEF7BB019C206754C70D6325289D55991BE635CFDE33D4C0,383.924442814,0.598551929363,43.4843261877,301.171019532,2623674774,fmin_l_bfgs_b,0,-10.21675650140888,0.7768291999818757,0,0,,completed_without_convergence_warning,False,False,,False,,True,lower,True
