analysis_label,phase,phase3_config_fingerprint,run_fingerprint,target,target_label,target_definition,gp_configuration,gp_configuration_label,kernel_family,matern_nu,learned_nugget,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,observed_target_um,predicted_mean_um,residual_um,absolute_error_um,squared_error_um2,latent_predictive_std_um,latent_predictive_variance_um2,total_predictive_std_um,total_predictive_variance_um2,evaluation_predictive_std_um,evaluation_variance_definition,latent_nlpd,total_nlpd,evaluation_nlpd,latent_interval_lower_um,latent_interval_upper_um,total_interval_lower_um,total_interval_upper_um,latent_interval_contains_observed,total_interval_contains_observed,optimized_kernel,optimized_signal_variance_normalized,optimized_length_scale,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_variance_um2,optimized_noise_std_um,noise_std_fraction_training_target_std,noise_std_fraction_dataset_target_median,dataset_target_median_um_reporting_only,dataset_target_median_used_for_fitting,numerical_alpha_normalized,numerical_alpha_interpretation,training_size,population_size,heldout_excluded_from_training,heldout_target_used_for_scaling,heldout_target_used_for_fitting,heldout_target_used_for_tuning,x_scaler_fit_on_training_only,y_scaler_fit_on_training_only,normalize_y,feature_columns,training_y_mean_um,training_y_std_um,x_training_mean,x_training_scale,outer_training_simulation_ids_sha256,heldout_P,heldout_VX,heldout_LS,heldout_ST,fold_random_seed,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,0,P-102p928146519_VX-0p633805217924_LS-5p29394366699e-05_ST-318p223787128_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p61136145079e-06_H-6c9c68731f,1,61.817415,78.36355277789018,-16.54613777789018,16.54613777789018,273.7746753649246,34.129996010275974,1164.856627661454,,,34.129996010275974,latent predictive variance; numerical jitter excluded,4.566629501959947,,4.566629501959947,11.468760597749267,145.2583449580311,,,True,,"1.59**2 * Matern(length_scale=4.18, nu=1.5)",2.5356892070094026,4.175947154324664,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",131.7533881818182,70.65019950989038,"[292.29611241145454,0.7094537828358182,56.38871341985455,340.48746933636363]","[100.3374073949546,0.16784556442434584,14.272972825091877,35.57454504593662]",1168D994581924E4D0607885042B16413E39B24C93087B7564881B31919E1DD5,102.928146519,0.633805217924,52.939436669900005,318.223787128,3476660491,fmin_l_bfgs_b,0,-12.740492175778833,0.4896958000026643,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,1,P-131p192514944_VX-0p432823544687_LS-6p72236683266e-05_ST-324p578264519_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p11456982002e-05_H-dfd65b549a,2,84.369,94.95565428655291,-10.586654286552914,10.586654286552914,112.07724898298919,47.32124957136265,2239.30066099519,,,47.32124957136265,latent predictive variance; numerical jitter excluded,4.8009230348217296,,4.8009230348217296,2.206005126682129,187.7053034464237,,,True,,"1.68**2 * Matern(length_scale=4.84, nu=1.5)",2.813876192980884,4.837023034972142,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",129.7032440909091,72.30332803949486,"[289.72662437281815,0.7277248440391819,55.09014690560911,339.9097895735454]","[104.69730437740918,0.1462935208683611,13.872299158196123,35.87849280056384]",3D0D042150FC972AD4D56386A545C65EE4C658155BD4292F45300CA9443BDB49,131.192514944,0.432823544687,67.22366832659999,324.578264519,3638941098,fmin_l_bfgs_b,0,-11.977301781103094,0.32344130001729354,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,2,P-164p607131174_VX-0p867199563125_LS-5p32762751968e-05_ST-314p058214573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p56287250149e-06_H-0e4c2fc094,3,73.716115,72.39774301758658,1.3183719824134243,1.3183719824134243,1.7381046840127026,20.76193610928305,431.05799100595135,,,20.76193610928305,latent predictive variance; numerical jitter excluded,3.954075940157505,,3.954075940157505,31.704348243391806,113.09113779178135,,,True,,"1.57**2 * Matern(length_scale=4.11, nu=1.5)",2.4569422995652617,4.1118024153013994,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",130.67168818181818,71.61500734126095,"[286.6889319882727,0.6882361150902728,56.35809173559091,340.86615775045453]","[108.6919976696702,0.16118322689925116,14.279977112810633,35.31239724560136]",88BA7A83C5DC656EF2B87938937BD9281FB7B8CBAA40E4CCF58AB912D43FCCAA,164.607131174,0.867199563125,53.2762751968,314.058214573,3753570328,fmin_l_bfgs_b,0,-13.14369643383448,0.500404599995818,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,3,P-207p432942583_VX-0p674802143379_LS-5p74396795379e-05_ST-382p34582068_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p14894084192e-06_H-676863bc48,4,91.95544,132.6795118249587,-40.7240718249587,40.7240718249587,1658.4500260043949,40.36259224479663,1629.138852719717,,,40.36259224479663,latent predictive variance; numerical jitter excluded,5.125837864784333,,5.125837864784333,53.568831025157294,211.7901926247601,,,True,,"1.6**2 * Matern(length_scale=4.39, nu=1.5)",2.5489629814913357,4.385900961058718,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",129.01356772727274,72.69522210553967,"[282.7956764056363,0.7057267896126365,55.97960043185455,334.6581935589091]","[112.17242260983659,0.16902464652422458,14.301453068049884,33.426711907967764]",DE3412952C197CF88C437A6B48CB9A4B793B0747E8E37FFCF6BA71C2657CBFE8,207.432942583,0.674802143379,57.4396795379,382.34582068,3355235344,fmin_l_bfgs_b,0,-11.94342188325902,0.3739534000051208,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,4,P-231p081894821_VX-0p850370876493_LS-5p5190986405e-05_ST-302p777484886_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p67296074733e-06_H-179e4a5e71,5,86.97557499999999,82.08331260196056,4.892262398039435,4.892262398039435,23.934231371270563,17.537403631202455,307.56052612371303,,,17.537403631202455,latent predictive variance; numerical jitter excluded,3.8221842742611174,,3.8221842742611174,47.71000148480375,116.45662371911737,,,True,,"1.55**2 * Matern(length_scale=4.07, nu=1.5)",2.4076256822654263,4.069597107575973,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",129.46628272727273,72.44710046600166,"[280.6457716567272,0.6897659956931819,56.18402708030001,341.8916786310909]","[113.3632775976388,0.16278676737776235,14.304790629671093,34.34182393701469]",94CE068FD393B849BEFDF900F1F1AA0A429637FD301AE8E8F1DB9A81934E2A81,231.081894821,0.850370876493,55.190986405,302.777484886,2559733292,fmin_l_bfgs_b,0,-13.21390748385069,0.24840939999558032,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,5,P-255p66284442_VX-0p61175678634_LS-8p38548151022e-05_ST-392p782565278_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p88568383831e-06_H-1d842653b1,6,105.80471500000002,112.11982087057919,-6.315105870579174,6.315105870579174,39.88056215662355,57.108438791399735,3261.37378119105,,,57.108438791399735,latent predictive variance; numerical jitter excluded,4.970004502773018,,4.970004502773018,0.18728083943571505,224.05236090172266,,,True,,"1.68**2 * Matern(length_scale=4.72, nu=1.5)",2.8187471370099755,4.7160809226578015,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",127.75454272727274,73.20442478491243,"[278.41113987499995,0.711458185707091,53.57822447146364,333.70939859545456]","[114.07376467043555,0.16679526829334523,11.327836690598073,31.875554356324134]",7CFC9057A61674DBB5EDAD20D432DC99B8BCBEB12618615BBC6B29322F8BE6FE,255.66284442,0.61175678634,83.85481510219999,392.782565278,2637695102,fmin_l_bfgs_b,0,-12.083638286290812,0.25222630001371726,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,6,P-279p19481345_VX-0p961152667742_LS-7p84955743249e-05_ST-372p579911887_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p01909921797e-06_H-6ea4fcc339,7,92.06612,50.25974986911632,41.80637013088368,41.80637013088368,1747.772583520443,55.18295462248497,3045.1584808672355,,,55.18295462248497,latent predictive variance; numerical jitter excluded,5.216568281727954,,5.216568281727954,-57.898841190954215,158.41834092918685,,,True,,"2**2 * Matern(length_scale=6.08, nu=1.5)",4.016502163211388,6.08286295499499,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",129.0035059090909,72.70034282160037,"[276.2718699631818,0.6796949237614546,54.06542817849092,335.54600344918185]","[114.25950973570055,0.14848396257108207,12.448823600888975,34.533486446731175]",4E2EBF9E15E2C04F0D8308886E90A147DF9E89499113BB759AC0F3D625A31CB8,279.19481345,0.961152667742,78.4955743249,372.579911887,1043824921,fmin_l_bfgs_b,0,-11.55891845934402,0.3651582000311464,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,7,P-328p176471421_VX-0p746856862244_LS-5p78341655667e-05_ST-308p284457774_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p45923047225e-06_H-354781c6a2,8,105.98578,118.69154001525675,-12.705760015256743,12.705760015256743,161.43633756529704,25.952445903140685,673.5294483554437,,,25.952445903140685,latent predictive variance; numerical jitter excluded,4.29504795569208,,4.29504795569208,67.82474604510101,169.5583339854125,,,True,,"1.58**2 * Matern(length_scale=4.17, nu=1.5)",2.4873706603652326,4.169587111267647,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",127.73808227272728,73.20933796322916,"[271.81899196581816,0.6991763606249091,55.9437380656,341.3910447321818]","[113.09848395999745,0.16869965350233537,14.297251580725215,34.86426598032221]",BE806DF8BFB82D885B4E3220568D98E38539A96554E44D5078B13FA52D7EE609,328.176471421,0.746856862244,57.8341655667,308.284457774,456237,fmin_l_bfgs_b,0,-12.6494575550234,0.3392390999943018,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,8,P-363p673556898_VX-0p448546579177_LS-4p04529881073e-05_ST-391p93586396_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p07550047798e-05_H-f55fc58583,9,317.11514,129.54465456023283,187.57048543976717,187.57048543976717,35182.687008109904,39.09423216410775,1528.358988501157,,,39.09423216410775,latent predictive variance; numerical jitter excluded,16.094868685380753,,16.094868685380753,52.919959518581635,206.16934960188402,,,False,,"1.12**2 * Matern(length_scale=2.45, nu=1.5)",1.2433449601845739,2.445927546631395,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",108.54450409090909,42.11763137413793,"[268.5919841951818,0.7262954772673637,57.52384510736365,333.78637144254543]","[110.9169602718995,0.149064822852882,13.432226145142167,32.01677571750731]",EBA7DC277370EE3E46762F644B04467CCB93E4DEB7876C570256845C67E5F1B4,363.673556898,0.448546579177,40.4529881073,391.93586396,215455624,fmin_l_bfgs_b,0,-12.670577033784102,0.2991702999570407,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
week7_phase3_new_data_replication,Phase 3B,F7F71204D643D1027D0FF4736F24213619BF6A09C2361C3C11F169797AC98A9C,068FE8960A11647D9B51A44B76D45DFB4AFE4DE3E44FE63FE5BB37ABBA0E3017,total_height,T0 total vertical melt-pool height,T0,matern32_no_nugget,"Matérn 3/2, no nugget",Matern,1.5,False,9,P-383p924442814_VX-0p598551929363_LS-4p34843261877e-05_ST-301p171019532_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p05965258211e-06_H-82800d7335,10,198.45921,194.81665328411782,3.6425567158821934,3.6425567158821934,13.26821942841847,29.702074767861717,882.2132455156477,,,29.702074767861717,latent predictive variance; numerical jitter excluded,4.317675282308794,,4.317675282308794,136.60058673910885,253.0327198291268,,,True,,"1.66**2 * Matern(length_scale=4.22, nu=1.5)",2.753738325495482,4.216295260480294,,,,,,,98.17129,False,1e-06,numerical jitter only; separate from WhiteKernel nugget,11,12,True,False,False,False,True,True,False,"[""P"",""VX"",""LS"",""ST""]",119.33140681818182,69.83745377538904,"[266.7509945664545,0.7126586272504546,57.24826891823637,342.03772093599997]","[109.14125152179273,0.1660240868151279,13.744891262447375,34.171337068435726]",B6D7A1578E994B09BEF7BB019C206754C70D6325289D55991BE635CFDE33D4C0,383.924442814,0.598551929363,43.4843261877,301.171019532,128707056,fmin_l_bfgs_b,0,-13.231593405053065,0.27744129998609424,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
