analysis_label,config_fingerprint,target,target_label,method,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,phase1_unstable_window_flag,observed_target_um,predicted_mean_um,residual_um,absolute_error_um,squared_error_um2,latent_predictive_std_um,latent_predictive_variance_um2,total_predictive_std_um,total_predictive_variance_um2,oracle_total_predictive_std_um,oracle_total_predictive_variance_um2,evaluation_predictive_std_um,evaluation_variance_definition,latent_nlpd,observation_level_nlpd,oracle_observation_level_nlpd,evaluation_nlpd,latent_interval_lower_um,latent_interval_upper_um,observation_interval_lower_um,observation_interval_upper_um,oracle_interval_lower_um,oracle_interval_upper_um,latent_interval_contains_observed,observation_interval_contains_observed,oracle_interval_contains_observed,optimized_kernel,optimized_length_scale,optimized_signal_variance_normalized,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_std_um,noise_std_fraction_training_target_std,heldout_target_summary_variance_um2,heldout_target_summary_std_um,training_alpha_normalized_min,training_alpha_normalized_median,training_alpha_normalized_max,alpha_kind,numerical_jitter_normalized,whitekernel_is_effective_nugget_not_simulator_noise,oracle_interval_is_retrospective_not_deployable,training_size,population_size,heldout_excluded_from_training,x_scaler_fit_on_training_only,y_scaler_fit_on_training_only,normalize_y,feature_columns,training_y_mean_um,training_y_std_um,x_training_mean,x_training_scale,heldout_P,heldout_VX,heldout_LS,heldout_ST,fold_random_seed,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,0,sim_00001,1,False,50.71019,54.4567607877374,-3.7465707877374044,3.7465707877374044,14.036792667527275,1.4107629281053689,1.990252039316434,,,1.4107860106140644,1.990317167744347,1.4107860106140644,oracle retrospective latent variance plus held-out target-summary variance,4.789454876492707,,4.789355845437061,4.789355845437061,51.69166544865088,57.22185612682392,,,51.691620206933834,57.22190136854097,False,,False,"0.955**2 * Matern(length_scale=1.59, nu=1.5)",1.586743602391721,0.9117003283508387,,,,,6.512842791292598e-05,0.008070218579005526,1.0075601533168042e-06,1.1930104823664349e-06,0.013440374374147327,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.383988499999994,17.227241181993715,"[158.41685668854458,0.6174309603939917,6.476530180872957e-05,348.6835952922249]","[52.94868432117492,0.24073330218794772,1.3358446857885196e-05,32.34583139550507]",101.127472137,0.52394730996,4.5e-05,300.0,3349234061,fmin_l_bfgs_b,1,-123.56674155696581,1.388106099999277,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,1,sim_00002,2,True,26.660185000000002,30.357992959285895,-3.6978079592858926,3.6978079592858926,13.673783703758097,7.257695725513713,52.67414724414002,,,7.2576973963755504,52.67417149735645,7.2576973963755504,oracle retrospective latent variance plus held-out target-summary variance,3.03079688499605,,3.0307970554522923,3.0307970554522923,16.132909337279017,44.58307658129277,,,16.132906062389814,44.583079856181975,True,,True,"0.933**2 * Matern(length_scale=1.52, nu=1.5)",1.5196462264476678,0.8705470468527559,,,,,2.425321642034035e-05,0.004924755468075583,1.0076414227162394e-06,1.2010475514661312e-06,0.013584843651211346,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.484196854166655,17.135387214975196,"[158.40446473227792,0.6157952004352666,6.458493395760749e-05,348.28789357284154]","[52.961741081080795,0.24002814447852902,1.3331834273979293e-05,32.35808136104498]",104.101541641,0.916529700054,8.82882842693e-05,394.968412652,486395531,fmin_l_bfgs_b,1,-126.3862764025298,0.9519097000011243,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,2,sim_00003,3,False,34.838855,30.435265008893204,4.403589991106799,4.403589991106799,19.391604809775973,5.34172444193265,28.53402001354068,,,5.341726134053009,28.534038091224907,5.341726134053009,oracle retrospective latent variance plus held-out target-summary variance,2.934285044754464,,2.9342851462502404,2.9342851462502404,19.96548510270521,40.9050449150812,,,19.965481786149304,40.9050482316371,True,,True,"0.931**2 * Matern(length_scale=1.52, nu=1.5)",1.5184655305339367,0.8664910234913994,,,,,1.807768422805676e-05,0.004251786004499375,1.0075995843354867e-06,1.199946774252255e-06,0.0135104692782878,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.4501190625,17.182490636036277,"[158.3995699254654,0.6169514116475291,6.463348166584206e-05,348.40255952951645]","[52.96670509691898,0.2408044033443286,1.3396689281503218e-05,32.47432872676716]",105.276295276,0.639039009111,7.6636834293e-05,367.44858305,2609876773,fmin_l_bfgs_b,1,-125.65960367292027,0.8632764000212774,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,3,sim_00004,4,False,46.715575,38.87363380314938,7.84194119685062,7.84194119685062,61.49604173486293,6.609262056486538,43.68234493131266,,,6.609280561845802,43.68258954519276,6.609280561845802,oracle retrospective latent variance plus held-out target-summary variance,3.5113109586181817,,3.5113098168239216,3.5113098168239216,25.91948017243577,51.827787433862994,,,25.919443901931608,51.827823704367155,True,,True,"0.925**2 * Matern(length_scale=1.52, nu=1.5)",1.5185498687791923,0.8561488059694123,,,,,0.0002446138800997,0.015640136831233286,1.0075649725082101e-06,1.1931335161752607e-06,0.0134489412529884,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.40063272916667,17.22175308545651,"[158.39165382346957,0.6182776072410958,6.458809252473623e-05,348.2925134424874]","[52.9745014621117,0.24004473767101805,1.3337358734301948e-05,32.36466594117993]",107.176159755,0.320752066655,8.75302281584e-05,393.859643937,226986031,fmin_l_bfgs_b,1,-124.66761741926669,0.8749969000054989,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,4,sim_00005,5,False,66.61901499999999,81.90815228973514,-15.289137289735152,15.289137289735152,233.75771906436995,2.9355397356872945,8.61739353979903,,,2.9355455401140595,8.617427618083546,2.9355455401140595,oracle retrospective latent variance plus held-out target-summary variance,15.558963427380297,,15.558911768211434,15.558911768211434,76.15449440778805,87.66181017168223,,,76.15448303111158,87.6618215483587,False,,False,"1.05**2 * Matern(length_scale=1.78, nu=1.5)",1.7839365140774022,1.0923985832377368,,,,,3.4078284514125565e-05,0.005837660876937403,1.007574749839306e-06,1.1992933730684111e-06,0.013466322013334187,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.31770172916666,17.2106347543635,"[158.3808880455779,0.6186060484485084,6.476530180872957e-05,348.6835952922249]","[52.98464515358333,0.2395830529147136,1.3358446857885196e-05,32.34583139550507]",109.759946449,0.241926176876,4.5e-05,300.0,2924649909,fmin_l_bfgs_b,1,-114.21146252182413,0.7333234999969136,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,5,sim_00006,6,True,26.879504999999998,27.09985588497858,-0.22035088497858268,0.22035088497858268,0.048554512510844576,4.8794297203306405,23.808834395645952,,,4.879436238014719,23.808898000851237,4.879436238014719,oracle retrospective latent variance plus held-out target-summary variance,2.504986559940802,,2.504987892962957,2.504987892962957,17.536173633130524,36.66353813682664,,,17.53616085846973,36.663550911487434,True,,True,"0.935**2 * Matern(length_scale=1.52, nu=1.5)",1.5204092627166845,0.8745066312004632,,,,,6.360520528447079e-05,0.007975287160000621,1.007640104744723e-06,1.195051639869707e-06,0.013582500747320139,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.48328302083333,17.136865138324342,"[158.37891002264456,0.6160032861109832,6.461589345980373e-05,348.4795091247081]","[52.986451341788005,0.24026700149970834,1.3378135022634581e-05,32.49747951712133]",110.234671953,0.866589137882,8.08580037422e-05,348.980680204,119453970,fmin_l_bfgs_b,1,-126.63167810232619,0.8246383999940008,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,6,sim_00007,7,False,50.78583,50.043600939111904,0.7422290608880928,0.7422290608880928,0.5509039788268202,5.141930498157167,26.439449247878816,,,5.141930921579244,26.439453602292776,5.141930921579244,oracle retrospective latent variance plus held-out target-summary variance,2.5667853450966147,,2.566785425727703,2.566785425727703,39.96541716272385,60.121784715499956,,,39.96541633281659,60.12178554540722,True,,True,"0.929**2 * Matern(length_scale=1.52, nu=1.5)",1.5201536936749922,0.8634152639103023,,,,,4.354413964328403e-06,0.002086723260120614,1.0075600949362062e-06,1.198907799269579e-06,0.013440270593353464,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.38367333333333,17.227307698003717,"[158.37721145453625,0.6184717627793292,6.464164930829206e-05,348.43937469980403]","[52.987988101203044,0.2397850262103685,1.3403405712270068e-05,32.490887191220146]",110.642328299,0.274154737479,7.4676600105e-05,358.612942181,1430683042,fmin_l_bfgs_b,1,-125.10287801682833,0.7561514000117313,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,7,sim_00008,8,False,38.68263,37.286355254813685,1.396274745186318,1.396274745186318,1.9495831640451173,5.634622563339052,31.74897143128955,,,5.634659146802734,31.74938370064771,5.634659146802734,oracle retrospective latent variance plus held-out target-summary variance,2.6785717894039847,,2.678577883319864,2.678577883319864,26.242495030669144,48.33021547895822,,,26.242423327080328,48.33028718254704,True,,True,"0.931**2 * Matern(length_scale=1.52, nu=1.5)",1.5176571579436542,0.8664777895855111,,,,,0.0004122693581607,0.020304417208102773,1.0075850338366438e-06,1.193645681275045e-06,0.0134846034534709,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.43410333333333,17.19896347115715,"[158.3697702161654,0.6166771339720416,6.46898903951029e-05,348.6450890727332]","[52.994565302894024,0.24074159257097874,1.3418592428444363e-05,32.39822083701424]",112.428225508,0.704865651228,6.30987392704e-05,309.241492678,126256516,fmin_l_bfgs_b,1,-125.72133445583196,0.5943952999950852,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,8,sim_00009,9,False,54.58924,57.019647626863566,-2.4304076268635697,2.4304076268635697,5.906881232716609,6.317625908979411,39.912397125807935,,,6.317628860618247,39.91243442051661,6.317628860618247,oracle retrospective latent variance plus held-out target-summary variance,2.8362800999905677,,2.83628049805264,2.83628049805264,44.637100845263916,69.40219440846322,,,44.637095060051806,69.40220019367533,True,,True,"0.93**2 * Matern(length_scale=1.52, nu=1.5)",1.5199346085613326,0.8652499823247941,,,,,3.72947086712413e-05,0.006106939386570109,1.0075587321313463e-06,1.198871943567002e-06,0.013437847991067297,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.36782579166666,17.22886063043465,"[158.36778409537374,0.6173736856002167,6.475985666105916e-05,348.5912237646123]","[52.99627809469381,0.24075390073481917,1.3366233832592893e-05,32.45289559521182]",112.904894498,0.537693260466,4.63068354409e-05,322.169166627,1103948410,fmin_l_bfgs_b,1,-125.21699421126166,1.0777113999938592,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
full_population_loo,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,depth,Penetration depth below original surface,C_heteroskedastic,9,sim_00010,10,False,46.822900000000004,47.41443059187409,-0.5915305918740827,0.5915305918740827,0.34990844112290265,5.073608323559665,25.74150142089392,,,5.0736125611253735,25.741544420409173,5.0736125611253735,oracle retrospective latent variance plus held-out target-summary variance,2.549787380387526,,2.5497882042512976,2.5497882042512976,37.470158277697145,57.35870290605103,,,37.470149972068356,57.35871121167982,True,,True,"0.93**2 * Matern(length_scale=1.52, nu=1.5)",1.5174722088659747,0.8640880775849588,,,,,4.299951525160583e-05,0.00655740156247929,1.007564798426351e-06,1.1990315491538702e-06,0.013448631794809578,observation-specific target-summary variance plus numerical floor,1e-06,False,True,240,241,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",54.400185541666666,17.221951238624566,"[158.36619331605706,0.6172487292997,6.471096775599373e-05,348.6746412483623]","[52.99763697439272,0.2407874391839439,1.3412102099912544e-05,32.35900673090017]",113.286681534,0.56768277259,5.80401726566e-05,302.148970527,543140966,fmin_l_bfgs_b,1,-125.6100090102818,1.0931462999724317,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False
