analysis_label,config_fingerprint,target,target_label,method,fold_index,heldout_simulation_id,heldout_numeric_simulation_id,phase1_unstable_window_flag,observed_target_target_unit,predicted_mean_target_unit,residual_target_unit,absolute_error_target_unit,squared_error_target_unit_squared,latent_predictive_std_target_unit,latent_predictive_variance_target_unit_squared,total_predictive_std_target_unit,total_predictive_variance_target_unit_squared,oracle_total_predictive_std_target_unit,oracle_total_predictive_variance_target_unit_squared,evaluation_predictive_std_target_unit,evaluation_variance_definition,latent_nlpd,observation_level_nlpd,oracle_observation_level_nlpd,evaluation_nlpd,latent_interval_lower_target_unit,latent_interval_upper_target_unit,observation_interval_lower_target_unit,observation_interval_upper_target_unit,oracle_interval_lower_target_unit,oracle_interval_upper_target_unit,latent_interval_contains_observed,observation_interval_contains_observed,oracle_interval_contains_observed,optimized_kernel,optimized_length_scale,optimized_signal_variance_normalized,optimized_noise_variance_normalized,optimized_noise_std_normalized,optimized_noise_std_target_unit,noise_std_fraction_training_target_std,heldout_target_summary_variance_target_unit_squared,heldout_target_summary_std_target_unit,training_alpha_normalized_min,training_alpha_normalized_median,training_alpha_normalized_max,alpha_kind,numerical_jitter_normalized,whitekernel_is_effective_nugget_not_simulator_noise,oracle_interval_is_retrospective_not_deployable,training_size,population_size,heldout_excluded_from_training,x_scaler_fit_on_training_only,y_scaler_fit_on_training_only,normalize_y,feature_columns,training_y_mean_target_unit,training_y_std_target_unit,x_training_mean,x_training_scale,heldout_P,heldout_VX,heldout_LS,heldout_ST,fold_random_seed,optimizer,n_restarts_optimizer,log_marginal_likelihood,runtime_seconds,warning_count,convergence_warning_count,warnings,convergence_status,failed_fold,constant_bound_hit,constant_bound_side,length_scale_bound_hit,length_scale_bound_side,noise_bound_hit,noise_bound_side,any_hyperparameter_bound_hit,model,observed_target_value,predicted_mean,residual,absolute_error,squared_error,target_unit,model_label,model_family,kernel,noise_method,probabilistic,probabilistic_deployable,partition,dataset_repo_id,dataset_revision,phase2_target_column,eligibility_source_fields,fit_failure,fit_failure_reason,total_interval_lower_target_unit,total_interval_upper_target_unit,heldout_target_used_for_scaling,heldout_target_used_for_fitting,heldout_target_used_for_tuning,inner_cv_uses_outer_training_only,selected_ridge_alpha,predictive_interval_lower,predictive_interval_upper,interval_definition,predictive_interval_contains_observed,experiment_name,label_modified,simulation_silently_removed,protocol_source
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,0,P-102p928146519_VX-0p633805217924_LS-5p29394366699e-05_ST-318p223787128_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p61136145079e-06_H-6c9c68731f,1,False,0.7339642,0.9315230991882109,-0.1975588991882109,0.1975588991882109,0.039029518648457676,0.5242357882255432,0.27482316165645654,,,0.5242657583259069,0.27485458535303825,0.5242657583259069,oracle retrospective latent variance plus held-out target-summary variance,0.34413323790421,,0.3441822871109285,0.3441822871109285,-0.09597904573385385,1.9590252441102756,,,-0.09603778713056665,1.9590839855069884,True,,True,"0.982**2 * Matern(length_scale=1.45, nu=1.5)",1.4527189814159955,0.9636889474518228,,,,,3.1423696581691865e-05,0.0056056843098494106,1.164800120299862e-06,1.0613615994271008e-05,0.0005392612506607912,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4569468242331287,1.691764361580751,"[278.8536036994908,0.6318311439092702,59.68360619424722,349.82255643849703]","[100.55191361866878,0.22369796013998375,15.365595415297832,30.2745930192761]",102.928146519,0.633805217924,52.939436669900005,318.223787128,2848076883,fmin_l_bfgs_b,1,-96.84587202961276,2.386903100006748,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,0.7339642,0.9315230991882109,-0.1975588991882109,0.1975588991882109,0.039029518648457676,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.09603778713056665,1.9590839855069884,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-102p928146519_VX-0p633805217924_LS-5p29394366699e-05_ST-318p223787128_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p61136145079e-06_H-6c9c68731f,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,1,P-109p741517589_VX-0p915030812968_LS-7p99759662409e-05_ST-303p804431165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p27208541466e-06_H-0e4c2fc094,2,False,0.8855108,1.4185470521255814,-0.5330362521255814,0.5330362521255814,0.28412764608008634,1.0336061319387388,1.0683416359813616,,,1.033631531663913,1.068394143249887,1.033631531663913,oracle retrospective latent variance plus held-out target-summary variance,1.0849683438492614,,1.0849863822031176,1.0849863822031176,-0.6073209664743469,3.4444150707255097,,,-0.6073707499356882,3.444464854186851,True,,True,"0.981**2 * Matern(length_scale=1.46, nu=1.5)",1.4582574341707686,0.9620448860416735,,,,,5.250726852527705e-05,0.0072461899316314535,1.1645172207729602e-06,1.0597113048692771e-05,0.0005383372595078452,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4560170904907976,1.6932182937747282,"[278.8118038769755,0.6301058335102273,59.51773791467053,349.91101874501845]","[100.62359610559422,0.222588830470799,15.291396114388638,30.160851900819917]",109.741517589,0.915030812968,79.97596624090001,303.804431165,2039325679,fmin_l_bfgs_b,1,-95.9202147404736,2.3712108999607153,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,0.8855108,1.4185470521255814,-0.5330362521255814,0.5330362521255814,0.28412764608008634,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.6073707499356882,3.444464854186851,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-109p741517589_VX-0p915030812968_LS-7p99759662409e-05_ST-303p804431165_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p27208541466e-06_H-0e4c2fc094,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,2,P-111p098510779_VX-0p492021331775_LS-4p80108469254e-05_ST-345p911753718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p80469807196e-06_H-0602c4a780,3,False,0.9327958,1.2686698553595308,-0.33587405535953085,0.33587405535953085,0.11281138106365719,0.7843524811244647,0.6152088146461037,,,0.7843543579142411,0.6152117587790614,0.7843543579142411,oracle retrospective latent variance plus held-out target-summary variance,0.767727206269342,,0.7677291602890108,0.7677291602890108,-0.2686610076444198,2.8060007183634816,,,-0.2686646861523818,2.8060043968714434,True,,True,"0.982**2 * Matern(length_scale=1.46, nu=1.5)",1.455488496904929,0.9648462621306173,,,,,2.9441329578117904e-06,0.0017158475916618557,1.1644324768695787e-06,1.103814829947498e-05,0.0005380604735483632,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.455726998466258,1.6936545562677296,"[278.8034787653804,0.6327009837015954,59.713842941146,349.6526916127915]","[100.63752672237159,0.22342812208785306,15.347434319494127,30.373573311148494]",111.098510779,0.492021331775,48.0108469254,345.911753718,2075561,fmin_l_bfgs_b,1,-96.1593655670307,2.196762299980037,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,0.9327958,1.2686698553595308,-0.33587405535953085,0.33587405535953085,0.11281138106365719,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.2686646861523818,2.8060043968714434,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-111p098510779_VX-0p492021331775_LS-4p80108469254e-05_ST-345p911753718_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p80469807196e-06_H-0602c4a780,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,3,P-113p729503671_VX-0p646987288946_LS-8p28088886776e-05_ST-328p878079062_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45628343159e-06_H-0e4c2fc094,4,False,0.90792385,1.0325143808065884,-0.12459053080658844,0.12459053080658844,0.015522800366667464,0.7354560982846197,0.5408956725040361,,,0.7354736368248536,0.5409214704643766,0.7354736368248536,oracle retrospective latent variance plus held-out target-summary variance,0.6260232658859632,,0.6260464284138321,0.6260464284138321,-0.4089795718312661,2.474008333444443,,,-0.40901394737012464,2.4740427089833013,True,,True,"0.983**2 * Matern(length_scale=1.46, nu=1.5)",1.4557980931908547,0.9661821426556962,,,,,2.5797960340375246e-05,0.0050791692569135015,1.1644768439911156e-06,1.1040856789635104e-05,0.0005382053830440791,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4558795871165646,1.6934261118138818,"[278.7873377046933,0.6317502723079084,59.50035802242083,349.7571926843007]","[100.66420878036979,0.22369484902949263,15.266503645953938,30.331190776551512]",113.729503671,0.646987288946,82.8088886776,328.878079062,141831068,fmin_l_bfgs_b,1,-96.46037244105426,2.5476543999975547,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,0.90792385,1.0325143808065884,-0.12459053080658844,0.12459053080658844,0.015522800366667464,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.40901394737012464,2.4740427089833013,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-113p729503671_VX-0p646987288946_LS-8p28088886776e-05_ST-328p878079062_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45628343159e-06_H-0e4c2fc094,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,4,P-115p973342836_VX-0p629021136955_LS-5p81694798744e-05_ST-308p264473639_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p66925039494e-06_H-27614c4053,5,False,0.9256427,0.8617050545563094,0.06393764544369063,0.06393764544369063,0.004088022504883093,0.5786941136277916,0.3348868771474553,,,0.5786952893333014,0.3348882378965534,0.5786952893333014,oracle retrospective latent variance plus held-out target-summary variance,0.37806087822129114,,0.37806288507135194,0.37806288507135194,-0.272535408154162,1.9959455172667808,,,-0.27253771253696124,1.99594782164958,True,,True,"0.984**2 * Matern(length_scale=1.46, nu=1.5)",1.4565749108611081,0.9674210802638716,,,,,1.3607490981314224e-06,0.0011665115079292714,1.164445189417346e-06,1.103892436538471e-05,0.0005381019945851671,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4557708825153375,1.6935890904409374,"[278.7735718202454,0.6318604940992641,59.65152003961839,349.8836565212516]","[100.6866236676386,0.22369790337543521,15.374181926292225,30.200618529174243]",115.973342836,0.629021136955,58.1694798744,308.264473639,41391378,fmin_l_bfgs_b,1,-96.66200962378225,2.2328134000417776,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,0.9256427,0.8617050545563094,0.06393764544369063,0.06393764544369063,0.004088022504883093,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.27253771253696124,1.99594782164958,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-115p973342836_VX-0p629021136955_LS-5p81694798744e-05_ST-308p264473639_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p66925039494e-06_H-27614c4053,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,5,P-117p204089079_VX-0p299188895548_LS-6p61946140465e-05_ST-399p004242061_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61239961603e-05_H-0e4c2fc094,6,False,1.295771,1.8058736673014368,-0.5101026673014368,0.5101026673014368,0.26020473118804033,0.9874013126704494,0.9749613522633266,,,0.9874044236717351,0.9749674958865113,0.9874044236717351,oracle retrospective latent variance plus held-out target-summary variance,1.0397034226856674,,1.0397057325001016,1.0397057325001016,-0.12943290553264397,3.7411802401355176,,,-0.12943900309516398,3.7411863376980374,True,,True,"0.981**2 * Matern(length_scale=1.46, nu=1.5)",1.4624087980469256,0.9626461431543765,,,,,6.143623184625261e-06,0.002478633330007741,1.1638371449358402e-06,1.1001804930135466e-05,0.0005361160325453504,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4535001567484667,1.696728866293093,"[278.76602122979756,0.6338840047827426,59.60228608764232,349.32697082541114]","[100.69878505435994,0.22216603560356696,15.36599720938783,30.12625992423521]",117.204089079,0.299188895548,66.1946140465,399.004242061,1039519133,fmin_l_bfgs_b,1,-95.50925438195249,2.2778363000252284,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,1.295771,1.8058736673014368,-0.5101026673014368,0.5101026673014368,0.26020473118804033,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.12943900309516398,3.7411863376980374,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-117p204089079_VX-0p299188895548_LS-6p61946140465e-05_ST-399p004242061_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61239961603e-05_H-0e4c2fc094,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,6,P-118p239150472_VX-0p728951155133_LS-5p59862781201e-05_ST-395p421202378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p61789280262e-06_H-44aa3a8888,7,False,0.9721797,1.0981691162347165,-0.1259894162347165,0.1259894162347165,0.015873333003164642,0.8053370584409834,0.6485677776983758,,,0.805347913745873,0.6485852621748301,0.805347913745873,oracle retrospective latent variance plus held-out target-summary variance,0.7146813700241688,,0.7146945192509242,0.7146945192509242,-0.4802915183096108,2.6766297507790435,,,-0.48031279470719457,2.6766510271766277,True,,True,"0.984**2 * Matern(length_scale=1.46, nu=1.5)",1.4586033985231923,0.9686525320114421,,,,,1.7484476454323495e-05,0.004181444302429903,1.1643631666394284e-06,1.1033917101464917e-05,0.0005378340962186839,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4554853794478526,1.6940116168452872,"[278.75967115990187,0.6312474265030801,59.66491391541164,349.3489526639571]","[100.70893980929347,0.2235678726972534,15.371933790187422,30.161171852780413]",118.239150472,0.728951155133,55.9862781201,395.421202378,4122718252,fmin_l_bfgs_b,1,-96.28672802716696,2.3990986999706365,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,0.9721797,1.0981691162347165,-0.1259894162347165,0.1259894162347165,0.015873333003164642,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.48031279470719457,2.6766510271766277,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-118p239150472_VX-0p728951155133_LS-5p59862781201e-05_ST-395p421202378_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p61789280262e-06_H-44aa3a8888,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,7,P-119p523515535_VX-0p859779155666_LS-6p70931710444e-05_ST-392p874711106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p61088341259e-06_H-2934a8b202,8,False,1.009012,1.2063634938011196,-0.1973514938011196,0.1973514938011196,0.03894761210553335,0.7902139108730961,0.6244380249373535,,,0.7902210395401059,0.6244492913318457,0.7902210395401059,oracle retrospective latent variance plus held-out target-summary variance,0.714673067297335,,0.714681525778885,0.714681525778885,-0.34245577151014883,2.755182759112388,,,-0.34246974369748795,2.755196731299727,True,,True,"0.983**2 * Matern(length_scale=1.46, nu=1.5)",1.4595072795997692,0.9668950806429425,,,,,1.1266394492100075e-05,0.0033565450231004016,1.16429939141879e-06,1.103002380048942e-05,0.0005376257970380793,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4552594144171778,1.694340362684798,"[278.751791619638,0.630444800732939,59.5967734680233,349.36457530979766]","[100.72144772108055,0.22298005406020086,15.363469805161918,30.18436352509899]",119.523515535,0.859779155666,67.0931710444,392.874711106,2334323758,fmin_l_bfgs_b,1,-96.15975428682007,1.9262119000195526,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,1.009012,1.2063634938011196,-0.1973514938011196,0.1973514938011196,0.03894761210553335,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.34246974369748795,2.755196731299727,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-119p523515535_VX-0p859779155666_LS-6p70931710444e-05_ST-392p874711106_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p61088341259e-06_H-2934a8b202,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,8,P-120p079917874_VX-0p610410046914_LS-8p29242579558e-05_ST-398p6729924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p90308191584e-06_H-a88ac79600,9,False,1.0267275,1.4556811061362716,-0.42895360613627154,0.42895360613627154,0.18400119621731156,0.9874441813293788,0.9750460112412472,,,0.9874453349210963,0.975048289457436,0.9874453349210963,oracle retrospective latent variance plus held-out target-summary variance,1.0006583592531264,,1.0006593070503165,1.0006593070503165,-0.479709489269311,3.391071701541854,,,-0.4797117503090771,3.39107396258162,True,,True,"0.982**2 * Matern(length_scale=1.46, nu=1.5)",1.456993194863067,0.9638926364509305,,,,,2.278216188828648e-06,0.0015093760925722415,1.1642690758592575e-06,1.102817311935779e-05,0.0005375267819951364,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.4551507303680986,1.6944966991901926,"[278.7483781083559,0.6319746725657733,59.49965023543802,349.3290030319203]","[100.72683443415846,0.22369167522559522,15.265420284581628,30.129599543852706]",120.079917874,0.610410046914,82.9242579558,398.6729924,3418037468,fmin_l_bfgs_b,1,-96.0874123367293,2.0141392999794334,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,1.0267275,1.4556811061362716,-0.42895360613627154,0.42895360613627154,0.18400119621731156,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.4797117503090771,3.39107396258162,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-120p079917874_VX-0p610410046914_LS-8p29242579558e-05_ST-398p6729924_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p90308191584e-06_H-a88ac79600,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
week7_phase3_new_data_noise_replication,6E5B5B7DD1D0B4311C2309F5F25EE422003057BB9160BD239C2DA1F7FA530128,kinetic_energy,T0 melt kinetic energy,C_heteroskedastic,9,P-120p906267006_VX-0p64748664338_LS-6p03748750968e-05_ST-359p518818343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45053299916e-06_H-c5f6eebf67,10,False,1.0083125000000002,1.0269464977420744,-0.018633997742074193,0.018633997742074193,0.0003472258718516261,0.5922298159547602,0.35073615490580917,,,0.5922341981368879,0.35074134544284263,0.5922341981368879,oracle retrospective latent variance plus held-out target-summary variance,0.39557301223686225,,0.3955804043463463,0.3955804043463463,-0.1338239415292557,2.1877169370134046,,,-0.13383253060622602,2.1877255260903747,True,,True,"0.982**2 * Matern(length_scale=1.45, nu=1.5)",1.453198264339081,0.9640173117598202,,,,,5.190537033450844e-06,0.0022782750126907076,1.1643005932148532e-06,1.1030097166817875e-05,0.0005376297222794613,observation-specific target-summary variance plus numerical floor,1e-06,False,True,163,164,True,True,True,False,"[""P"",""VX"",""LS"",""ST""]",3.455263705828221,1.6943341659472781,"[278.74330848177914,0.6317472087837733,59.63799000757913,349.56921268871173]","[100.73479905092135,0.22369463691653743,15.374509809251899,30.365040141306924]",120.906267006,0.64748664338,60.3748750968,359.518818343,3019136731,fmin_l_bfgs_b,1,-96.48332954012125,2.2824409999884665,0,0,,completed_without_convergence_warning,False,False,,False,,False,,False,matern32_heteroskedastic_alpha,1.0083125000000002,1.0269464977420744,-0.018633997742074193,0.018633997742074193,0.0003472258718516261,nJ,Matérn 3/2 + heteroskedastic alpha,Gaussian process,Matérn 3/2,C_heteroskedastic_alpha,True,False,new-data,ioandanielc/sph_v2,d69dac5bda8b622bc0de316b112815c6056c06ec,T0_kinetic_energy_nJ,"[""geometry_monitor_available"",""geometry_parse_ok"",""geometry_target_ready"",""time_monitor_available"",""time_parse_ok"",""time_target_ready"",""kinetic_energy_monitor_available"",""kinetic_energy_parse_ok"",""kinetic_energy_target_ready"",""physical_target_extraction_success""]",False,,,,False,False,False,,,-0.13383253060622602,2.1877255260903747,retrospective oracle: latent variance plus held-out target-summary variance,1.0,P-120p906267006_VX-0p64748664338_LS-6p03748750968e-05_ST-359p518818343_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p45053299916e-06_H-c5f6eebf67,False,False,Week 6 Phase 2 heteroskedastic-alpha engine
