benchmark,display_name,surrogate_variant,acquisition_rule,method,seed,query_number,budget_before_query,budget_after_query,selected_pool_index,true_boundary_distance,acquisition_time_seconds,in_pool_boundary_band_q10,in_pool_boundary_band_q20,in_pool_boundary_band_q30,acquisition_selected_position,acquisition_selected_score,acquisition_beta,acquisition_quadrature_nodes,acquisition_gate_fraction,acquisition_min_shortlist_size,acquisition_shortlist_size,acquisition_selected_shortlist_position,acquisition_selected_raw_straddle,acquisition_selected_raw_diversity,acquisition_selected_p_plus,acquisition_selected_membership_uncertainty,acquisition_selected_straddle_score,acquisition_weighted_variance_reduction,acquisition_reference_set_size,acquisition_candidate_gate_size,acquisition_candidate_gate_fraction,acquisition_posterior_covariance_used,acquisition_p_star,acquisition_U_current,acquisition_U_plus,acquisition_U_minus,acquisition_expected_future_uncertainty,acquisition_expected_uncertainty_reduction,acquisition_fantasy_refit_time_seconds,acquisition_fantasy_refit_mode,acquisition_shortlist_source,acquisition_selected_uncertainty_score,acquisition_selected_entropy,acquisition_binary_entropy_margin_note,acquisition_repulsion_bandwidth,acquisition_selected_repulsion
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,1,12,13,134,2.221534720570336,6.549999852722976e-05,False,False,False,130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,2,13,14,74,1.2434923197576797,7.609999920532573e-05,False,False,False,70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,3,14,15,339,2.390755584441333,8.600000001024455e-05,False,False,False,325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,random,random,0,4,15,16,285,1.6921326392376876,6.680000115011353e-05,False,False,False,272,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,1,12,13,80,0.3114403941009165,0.0019909000002371613,False,True,True,76,-0.002831005395201147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,2,13,14,264,1.5676773458241122,0.002017500000874861,False,False,False,254,-0.007349800003963316,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,3,14,15,105,0.5025298318905769,0.002739199999268749,False,False,True,100,-0.0004937532371378506,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,smallest_abs_mu,smallest_abs_mu,0,4,15,16,133,0.8274357854309056,0.00213390000135405,False,False,False,127,-0.0033304833341538387,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,1,12,13,44,1.833504176543622,0.0019795000007434282,False,False,False,42,1.8330215047778378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,2,13,14,323,2.431831460068791,0.0020951000005879905,False,False,False,311,1.7765365383484573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,3,14,15,51,0.7988174932228773,0.0019427999995969003,False,False,False,48,1.6892933779854784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,straddle,straddle,0,4,15,16,69,2.1879158875993543,0.0024627000002510613,False,False,False,63,1.6424344621336693,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,1,12,13,44,1.833504176543622,0.002437600000121165,False,False,False,42,0.0649945616321575,0.006351174416468011,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,2,13,14,323,2.431831460068791,0.0021703999991586898,False,False,False,311,1.2431109798221716,1.947920616525054,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,3,14,15,51,0.7988174932228773,0.0023718000011285767,False,False,False,48,0.9829999345938827,1.347082708650117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,randomized_straddle,randomized_straddle,0,4,15,16,69,2.1879158875993543,0.002902100000937935,False,False,False,63,1.0613631107043917,1.7012041291489606,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,1,12,13,186,2.5214337262554363,0.005115300000397838,False,False,False,181,2.8890618731278037,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,2,13,14,103,2.038193844227383,0.00402600000052189,False,False,False,99,2.715572172307999,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,3,14,15,323,2.431831460068791,0.004134699998758151,False,False,False,310,2.5761364878093818,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,expected_feasibility,expected_feasibility,0,4,15,16,19,1.3858842002681158,0.004175899999609101,False,False,False,19,2.3088407479329565,null,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ackley,Thresholded 4D Ackley,gpr_fixed_or_existing,boundary_gated_diversified_straddle,boundary_gated_diversified_straddle,0,1,12,13,186,2.5214337262554363,0.0029228000003058696,False,False,False,181,0.9499366126339932,0.5,null,0.1,25,35,2,1.7938624108349508,0.857079766939443,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
